Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
423.98	0.48686	50.859	0.019662	11.444	11.453	33.333	63.404	77.633	1464.0	-0.14250	181.53	0.68084	0.048564	0.14443	6.9237	46.116	49.487	123.04	31.600	43.260	493.53	38.717	13.990	0.030434
424.60	0.49502	50.826	0.019675	11.492	11.502	33.446	63.354	77.663	1462.7	-0.14197	180.73	0.68071	0.048431	0.14671	6.8163	46.126	49.500	122.94	31.659	43.361	493.73	38.485	14.011	0.030519
425.23	0.50328	50.793	0.019688	11.541	11.550	33.560	63.303	77.693	1461.3	-0.14144	179.94	0.68057	0.048297	0.14901	6.7108	46.136	49.513	122.84	31.719	43.463	493.93	38.256	14.032	0.030604
425.85	0.51165	50.761	0.019700	11.589	11.599	33.674	63.253	77.724	1460.0	-0.14091	179.15	0.68043	0.048164	0.15135	6.6073	46.146	49.526	122.74	31.779	43.565	494.12	38.028	14.054	0.030690
426.47	0.52013	50.728	0.019713	11.637	11.648	33.787	63.202	77.755	1458.6	-0.14037	178.37	0.68028	0.048030	0.15371	6.5057	46.156	49.540	122.64	31.839	43.669	494.32	37.801	14.075	0.030776
427.10	0.52872	50.695	0.019726	11.686	11.696	33.901	63.152	77.786	1457.2	-0.13983	177.60	0.68013	0.047897	0.15610	6.4059	46.166	49.553	122.54	31.900	43.773	494.51	37.576	14.097	0.030862
427.72	0.53743	50.662	0.019739	11.734	11.745	34.014	63.102	77.817	1455.8	-0.13929	176.84	0.67998	0.047763	0.15853	6.3080	46.176	49.566	122.44	31.961	43.878	494.70	37.353	14.118	0.030949
428.34	0.54625	50.629	0.019751	11.782	11.793	34.127	63.052	77.849	1454.4	-0.13874	176.08	0.67982	0.047629	0.16098	6.2119	46.185	49.579	122.34	32.022	43.983	494.89	37.131	14.139	0.031036
428.97	0.55519	50.596	0.019764	11.831	11.842	34.240	63.002	77.881	1453.0	-0.13819	175.32	0.67966	0.047495	0.16346	6.1176	46.195	49.591	122.24	32.084	44.090	495.08	36.911	14.161	0.031123
429.59	0.56424	50.563	0.019777	11.879	11.891	34.353	62.953	77.913	1451.5	-0.13764	174.58	0.67949	0.047360	0.16598	6.0249	46.205	49.604	122.14	32.146	44.197	495.26	36.693	14.182	0.031211
430.21	0.57341	50.529	0.019790	11.928	11.939	34.466	62.903	77.945	1450.1	-0.13709	173.84	0.67933	0.047226	0.16852	5.9339	46.214	49.617	122.05	32.209	44.306	495.45	36.476	14.203	0.031300
430.84	0.58270	50.496	0.019804	11.976	11.988	34.579	62.854	77.978	1448.7	-0.13653	173.10	0.67926	0.047091	0.17110	5.8446	46.224	49.630	121.95	32.271	44.415	495.63	36.260	14.224	0.031388
431.46	0.59211	50.463	0.019817	12.025	12.037	34.691	62.804	78.011	1447.2	-0.13597	172.37	0.67914	0.046957	0.17371	5.7569	46.234	49.642	121.85	32.335	44.525	495.81	36.047	14.246	0.031477
432.08	0.60163	50.429	0.019830	12.073	12.085	34.804	62.755	78.045	1445.8	-0.13540	171.65	0.67899	0.046822	0.17634	5.6707	46.243	49.655	121.75	32.398	44.635	495.99	35.834	14.267	0.031567
432.71	0.61128	50.395	0.019843	12.122	12.134	34.916	62.706	78.078	1444.3	-0.13483	170.94	0.67884	0.046687	0.17902	5.5861	46.253	49.667	121.66	32.462	44.747	496.17	35.623	14.288	0.031656
433.33	0.62106	50.361	0.019856	12.171	12.183	35.028	62.657	78.112	1442.8	-0.13426	170.23	0.67868	0.046552	0.18172	5.5030	46.262	49.680	121.56	32.526	44.859	496.34	35.414	14.310	0.031747
433.95	0.63096	50.328	0.019870	12.219	12.232	35.140	62.608	78.147	1441.3	-0.13369	169.52	0.67852	0.046417	0.18445	5.4214	46.271	49.692	121.46	32.591	44.972	496.52	35.206	14.331	0.031837
434.58	0.64098	50.294	0.019883	12.268	12.280	35.252	62.559	78.181	1439.9	-0.13311	168.82	0.67834	0.046281	0.18722	5.3412	46.281	49.704	121.37	32.656	45.086	496.69	34.999	14.352	0.031928
435.20	0.65113	50.259	0.019897	12.316	12.329	35.364	62.511	78.216	1438.4	-0.13253	168.13	0.67817	0.046146	0.19003	5.2625	46.290	49.716	121.27	32.721	45.201	496.86	34.794	14.374	0.032019
435.82	0.66140	50.225	0.019910	12.365	12.378	35.476	62.462	78.251	1436.8	-0.13194	167.44	0.67798	0.046010	0.19286	5.1851	46.299	49.728	121.18	32.786	45.317	497.03	34.590	14.395	0.032111
436.45	0.67181	50.191	0.019924	12.414	12.427	35.587	62.414	78.287	1435.3	-0.13136	166.76	0.67780	0.045874	0.19573	5.1091	46.308	49.740	121.08	32.852	45.433	497.20	34.388	14.416	0.032203
437.07	0.68234	50.157	0.019938	12.462	12.476	35.699	62.365	78.322	1433.8	-0.13077	166.09	0.67761	0.045739	0.19863	5.0344	46.317	49.752	120.99	32.918	45.550	497.36	34.187	14.437	0.032296
437.69	0.69301	50.122	0.019951	12.511	12.525	35.810	62.317	78.358	1432.3	-0.13017	165.42	0.67741	0.045603	0.20157	4.9610	46.326	49.764	120.89	32.985	45.669	497.53	33.987	14.459	0.032389
438.32	0.70381	50.088	0.019965	12.560	12.574	35.921	62.269	78.395	1430.7	-0.12957	164.75	0.67721	0.045466	0.20454	4.8889	46.335	49.776	120.80	33.052	45.788	497.69	33.789	14.480	0.032482
438.94	0.71474	50.053	0.019979	12.609	12.623	36.033	62.221	78.431	1429.2	-0.12897	164.09	0.67701	0.045330	0.20755	4.8181	46.344	49.788	120.70	33.119	45.907	497.85	33.592	14.501	0.032576
439.56	0.72580	50.018	0.019993	12.657	12.672	36.144	62.173	78.468	1427.6	-0.12837	163.44	0.67680	0.045194	0.21059	4.7485	46.353	49.799	120.61	33.186	46.028	498.01	33.396	14.522	0.032670
440.18	0.73700	49.983	0.020007	12.706	12.721	36.255	62.126	78.506	1426.1	-0.12776	162.79	0.67659	0.045057	0.21367	4.6801	46.361	49.811	120.51	33.254	46.150	498.17	33.202	14.544	0.032765
440.81	0.74834	49.948	0.020021	12.755	12.770	36.365	62.078	78.543	1424.5	-0.12714	162.15	0.67637	0.044921	0.21679	4.6128	46.370	49.822	120.42	33.322	46.272	498.32	33.009	14.565	0.032860
441.43	0.75982	49.913	0.020035	12.804	12.819	36.476	62.031	78.581	1422.9	-0.12653	161.51	0.67615	0.044784	0.21994	4.5468	46.379	49.834	120.33	33.391	46.395	498.48	32.817	14.586	0.032956
442.05	0.77143	49.878	0.020049	12.853	12.868	36.587	61.983	78.619	1421.3	-0.12591	160.88	0.67592	0.044647	0.22312	4.4818	46.387	49.845	120.23	33.459	46.519	498.63	32.627	14.607	0.033051
442.68	0.78318	49.843	0.020063	12.902	12.917	36.697	61.936	78.658	1419.7	-0.12529	160.25	0.67569	0.044510	0.22635	4.4180	46.396	49.856	120.14	33.529	46.644	498.78	32.437	14.629	0.033148
443.30	0.79508	49.808	0.020077	12.950	12.966	36.808	61.889	78.697	1418.1	-0.12466	159.62	0.67546	0.044373	0.22961	4.3552	46.404	49.867	120.05	33.598	46.770	498.93	32.250	14.650	0.033244
443.92	0.80712	49.772	0.020092	12.999	13.016	36.918	61.842	78.736	1416.5	-0.12403	159.00	0.67522	0.044236	0.23291	4.2935	46.413	49.878	119.96	33.668	46.897	499.07	32.063	14.671	0.033342
444.55	0.81930	49.737	0.020106	13.048	13.065	37.028	61.795	78.776	1414.9	-0.12339	158.39	0.67498	0.044098	0.23625	4.2329	46.421	49.889	119.86	33.737	47.024	499.22	31.878	14.692	0.033439
445.17	0.83163	49.701	0.020120	13.097	13.114	37.138	61.748	78.816	1413.3	-0.12275	157.78	0.67474	0.043961	0.23962	4.1733	46.430	49.900	119.77	33.808	47.153	499.36	31.693	14.714	0.033537
445.79	0.84410	49.665	0.020135	13.146	13.163	37.248	61.702	78.856	1411.6	-0.12211	157.18	0.67449	0.043823	0.24303	4.1147	46.438	49.911	119.68	33.878	47.282	499.50	31.510	14.735	0.033636
446.42	0.85672	49.629	0.020149	13.195	13.213	37.358	61.655	78.896	1410.0	-0.12146	156.58	0.67424	0.043686	0.24649	4.0570	46.446	49.922	119.59	33.949	47.412	499.64	31.329	14.756	0.033735
447.04	0.86949	49.593	0.020164	13.244	13.262	37.468	61.609	78.937	1408.3	-0.12081	155.98	0.67398	0.043548	0.24998	4.0003	46.454	49.932	119.50	34.020	47.543	499.78	31.148	14.777	0.033834
447.66	0.88241	49.557	0.020179	13.293	13.311	37.578	61.563	78.978	1406.7	-0.12016	155.39	0.67372	0.043410	0.25351	3.9446	46.462	49.943	119.41	34.092	47.675	499.92	30.969	14.798	0.033934
448.29	0.89548	49.521	0.020193	13.342	13.361	37.687	61.516	79.020	1405.0	-0.11950	154.81	0.67346	0.043272	0.25708	3.8898	46.470	49.953	119.32	34.163	47.808	500.05	30.791	14.820	0.034034
448.91	0.90871	49.485	0.020208	13.392	13.410	37.797	61.470	79.062	1403.3	-0.11884	154.22	0.67319	0.043133	0.26069	3.8359	46.478	49.964	119.22	34.235	47.941	500.18	30.614	14.841	0.034135
449.53	0.92208	49.449	0.020223	13.441	13.459	37.906	61.425	79.104	1401.6	-0.11817	153.65	0.67292	0.042995	0.26434	3.7829	46.486	49.974	119.13	34.308	48.076	500.32	30.438	14.862	0.034236
450.16	0.93561	49.412	0.020238	13.490	13.509	38.015	61.379	79.147	1399.9	-0.11750	153.07	0.67265	0.042857	0.26804	3.7308	46.494	49.984	119.04	34.380	48.211	500.44	30.263	14.883	0.034337
450.78	0.94930	49.376	0.020253	13.539	13.558	38.125	61.333	79.190	1398.2	-0.11682	152.51	0.67237	0.042718	0.27177	3.6796	46.501	49.994	118.95	34.453	48.347	500.57	30.090	14.905	0.034440
451.40	0.96315	49.339	0.020268	13.588	13.608	38.234	61.288	79.233	1396.5	-0.11614	151.94	0.67209	0.042580	0.27555	3.6291	46.509	50.005	118.86	34.526	48.484	500.70	29.918	14.926	0.034542
452.03	0.97715	49.302	0.020283	13.637	13.657	38.343	61.242	79.277	1394.8	-0.11546	151.38	0.67180	0.042441	0.27937	3.5795	46.517	50.014	118.77	34.599	48.622	500.82	29.746	14.947	0.034645
452.65	0.99131	49.266	0.020298	13.687	13.707	38.452	61.197	79.321	1393.1	-0.11477	150.83	0.67151	0.042302	0.28323	3.5307	46.524	50.024	118.69	34.673	48.761	500.94	29.576	14.968	0.034748
453.27	1.0056	49.229	0.020313	13.736	13.756	38.560	61.152	79.365	1391.4	-0.11408	150.27	0.67122	0.042163	0.28713	3.4827	46.532	50.034	118.60	34.747	48.901	501.06	29.407	14.989	0.034852
453.90	1.0201	49.192	0.020329	13.785	13.806	38.669	61.107	79.410	1389.6	-0.11338	149.73	0.67092	0.042024	0.29108	3.4355	46.539	50.044	118.51	34.821	49.042	501.18	29.239	15.011	0.034957
454.52	1.0348	49.155	0.020344	13.835	13.856	38.778	61.062	79.455	1387.9	-0.11268	149.18	0.67062	0.041885	0.29507	3.3891	46.547	50.054	118.42	34.895	49.183	501.30	29.073	15.032	0.035062
455.14	1.0496	49.117	0.020359	13.884	13.905	38.886	61.017	79.501	1386.1	-0.11198	148.64	0.67032	0.041745	0.29910	3.3434	46.554	50.063	118.33	34.970	49.326	501.41	28.907	15.053	0.035167
455.77	1.0646	49.080	0.020375	13.933	13.955	38.995	60.972	79.547	1384.4	-0.11127	148.11	0.67001	0.041606	0.30318	3.2984	46.561	50.073	118.24	35.045	49.469	501.53	28.743	15.074	0.035273
456.39	1.0797	49.043	0.020390	13.983	14.005	39.103	60.927	79.593	1382.6	-0.11055	147.57	0.66970	0.041466	0.30730	3.2541	46.568	50.082	118.15	35.120	49.614	501.64	28.579	15.095	0.035379
457.01	1.0950	49.005	0.020406	14.032	14.054	39.211	60.883	79.640	1380.8	-0.10983	147.05	0.66938	0.041327	0.31147	3.2106	46.575	50.091	118.06	35.196	49.759	501.75	28.417	15.117	0.035486
457.64	1.1105	48.967	0.020422	14.082	14.104	39.320	60.839	79.687	1379.0	-0.10911	146.52	0.66907	0.041187	0.31568	3.1678	46.582	50.100	117.98	35.271	49.905	501.85	28.255	15.138	0.035593
458.26	1.1262	48.930	0.020438	14.131	14.154	39.428	60.794	79.735	1377.2	-0.10838	146.00	0.66874	0.041047	0.31994	3.1256	46.589	50.109	117.89	35.347	50.052	501.96	28.095	15.159	0.035701
458.88	1.1420	48.892	0.020453	14.181	14.204	39.536	60.750	79.782	1375.4	-0.10764	145.48	0.66842	0.040907	0.32424	3.0841	46.596	50.118	117.80	35.423	50.201	502.06	27.936	15.180	0.035809
459.50	1.1580	48.854	0.020469	14.230	14.254	39.644	60.706	79.831	1373.6	-0.10690	144.97	0.66809	0.040767	0.32860	3.0433	46.603	50.127	117.71	35.500	50.350	502.17	27.778	15.201	0.035917
460.13	1.1742	48.816	0.020485	14.280	14.304	39.751	60.662	79.879	1371.8	-0.10616	144.46	0.66776	0.040627	0.33299	3.0031	46.610	50.136	117.63	35.576	50.500	502.27	27.621	15.223	0.036027
460.75	1.1906	48.778	0.020501	14.329	14.354	39.859	60.619	79.928	1370.0	-0.10541	143.96	0.66742	0.040486	0.33744	2.9635	46.617	50.145	117.54	35.653	50.650	502.36	27.464	15.244	0.036136
461.37	1.2071	48.739	0.020517	14.379	14.404	39.967	60.575	79.978	1368.1	-0.10466	143.45	0.66708	0.040346	0.34193	2.9245	46.623	50.154	117.45	35.730	50.802	502.46	27.309	15.265	0.036247
462.00	1.2238	48.701	0.020534	14.428	14.454	40.074	60.532	80.028	1366.3	-0.10390	142.96	0.66674	0.040205	0.34647	2.8862	46.630	50.162	117.37	35.808	50.955	502.55	27.155	15.286	0.036357
462.62	1.2407	48.662	0.020550	14.478	14.504	40.182	60.488	80.078	1364.4	-0.10314	142.46	0.66639	0.040065	0.35106	2.8485	46.636	50.171	117.28	35.885	51.109	502.65	27.002	15.307	0.036468
463.24	1.2578	48.624	0.020566	14.528	14.554	40.289	60.445	80.129	1362.6	-0.10237	141.97	0.66604	0.039924	0.35570	2.8113	46.643	50.179	117.19	35.963	51.264	502.74	26.850	15.329	0.036580
463.87	1.2751	48.585	0.020582	14.578	14.604	40.396	60.402	80.180	1360.7	-0.10159	141.48	0.66569	0.039783	0.36039	2.7748	46.649	50.187	117.11	36.041	51.419	502.83	26.699	15.350	0.036692
464.49	1.2925	48.546	0.020599	14.627	14.654	40.504	60.359	80.231	1358.9	-0.10082	140.99	0.66533	0.039642	0.36513	2.7387	46.655	50.195	117.02	36.119	51.576	502.91	26.549	15.371	0.036805
465.11	1.3102	48.507	0.020615	14.677	14.704	40.611	60.316	80.283	1357.0	-0.10003	140.51	0.66497	0.039501	0.36992	2.7033	46.662	50.203	116.93	36.198	51.734	503.00	26.400	15.392	0.036918
465.74	1.3280	48.468	0.020632	14.727	14.754	40.718	60.273	80.336	1355.1	-0.099241	140.03	0.66461	0.039360	0.37476	2.6684	46.668	50.211	116.85	36.277	51.892	503.08	26.252	15.413	0.037032
466.36	1.3460	48.429	0.020649	14.777	14.804	40.825	60.230	80.389	1353.2	-0.098446	139.56	0.66424	0.039219	0.37965	2.6340	46.674	50.219	116.76	36.356	52.052	503.16	26.105	15.435	0.037146
466.98	1.3642	48.390	0.020665	14.827	14.855	40.932	60.188	80.442	1351.3	-0.097646	139.09	0.66387	0.039078	0.38459	2.6002	46.680	50.227	116.68	36.435	52.213	503.24	25.959	15.456	0.037261
467.61	1.3826	48.351	0.020682	14.876	14.905	41.039	60.145	80.496	1349.4	-0.096840	138.62	0.66349	0.038936	0.38958	2.5668	46.686	50.235	116.59	36.514	52.374	503.32	25.814	15.477	0.037377
468.23	1.4012	48.311	0.020699	14.926	14.955	41.145	60.103	80.550	1347.5	-0.096028	138.15	0.66312	0.038795	0.39463	2.5340	46.692	50.242	116.51	36.594	52.537	503.40	25.669	15.498	0.037492
468.85	1.4200	48.272	0.020716	14.976	15.006	41.252	60.061	80.605	1345.5	-0.095211	137.69	0.66274	0.038653	0.39973	2.5017	46.697	50.250	116.42	36.674	52.701	503.47	25.526	15.520	0.037609
469.48	1.4390	48.232	0.020733	15.026	15.056	41.358	60.019	80.660	1343.6	-0.094388	137.23	0.66235	0.038512	0.40488	2.4699	46.703	50.257	116.34	36.754	52.865	503.54	25.384	15.541	0.037726
470.10	1.4582	48.192	0.020750	15.076	15.107	41.465	59.977	80.715	1341.7	-0.093560	136.77	0.66196	0.038370	0.41008	2.4385	46.709	50.265	116.25	36.834	53.031	503.61	25.243	15.562	0.037843
470.72	1.4775	48.152	0.020767	15.126	15.157	41.571	59.935	80.771	1339.7	-0.092726	136.32	0.66157	0.038228	0.41534	2.4076	46.714	50.272	116.17	36.914	53.198	503.68	25.102	15.583	0.037961
471.35	1.4971	48.112	0.020785	15.176	15.208	41.678	59.893	80.828	1337.8	-0.091886	135.87	0.66118	0.038086	0.42066	2.3772	46.720	50.279	116.08	36.995	53.366	503.74	24.963	15.605	0.038080
471.97	1.5169	48.072	0.020802	15.226	15.258	41.784	59.852	80.885	1335.8	-0.091040	135.42	0.66078	0.037944	0.42603	2.3473	46.725	50.286	116.00	37.076	53.535	503.81	24.824	15.626	0.038199
472.59	1.5369	48.032	0.020819	15.277	15.309	41.890	59.810	80.942	1333.8	-0.090188	134.98	0.66038	0.037802	0.43145	2.3178	46.731	50.293	115.92	37.157	53.705	503.87	24.686	15.647	0.038319
473.22	1.5571	47.992	0.020837	15.327	15.359	41.996	59.769	81.000	1331.8	-0.089330	134.54	0.65997	0.037659	0.43693	2.2887	46.736	50.299	115.83	37.238	53.876	503.93	24.549	15.669	0.038439
473.84	1.5775	47.951	0.020855	15.377	15.410	42.102	59.728	81.058	1329.9	-0.088466	134.10	0.65956	0.037517	0.44247	2.2600	46.741	50.306	115.75	37.320	54.048	503.99	24.414	15.690	0.038560
474.46	1.5981	47.911	0.020872	15.427	15.461	42.208	59.687	81.117	1327.9	-0.087596	133.66	0.65915	0.037375	0.44806	2.2318	46.746	50.313	115.66	37.402	54.221	504.04	24.279	15.711	0.038681
475.09	1.6189	47.870	0.020890	15.477	15.511	42.314	59.646	81.177	1325.9	-0.086720	133.23	0.65874	0.037232	0.45372	2.2040	46.751	50.319	115.58	37.484	54.395	504.10	24.145	15.732	0.038803
475.71	1.6399	47.829	0.020908	15.528	15.562	42.420	59.605	81.236	1323.8	-0.085837	132.80	0.65832	0.037090	0.45942	2.1766	46.756	50.326	115.50	37.566	54.571	504.15	24.011	15.754	0.038926
476.33	1.6611	47.788	0.020926	15.578	15.613	42.526	59.564	81.297	1321.8	-0.084948	132.37	0.65790	0.036947	0.46519	2.1496	46.761	50.332	115.41	37.648	54.747	504.20	23.879	15.775	0.039049
476.96	1.6826	47.747	0.020944	15.628	15.664	42.632	59.524	81.358	1319.8	-0.084053	131.95	0.65747	0.036804	0.47102	2.1231	46.766	50.338	115.33	37.731	54.925	504.25	23.748	15.796	0.039173
477.58	1.7042	47.706	0.020962	15.679	15.715	42.737	59.483	81.419	1317.8	-0.083151	131.53	0.65704	0.036661	0.47690	2.0969	46.771	50.344	115.25	37.813	55.104	504.29	23.617	15.818	0.039297
478.20	1.7261	47.665	0.020980	15.729	15.765	42.843	59.443	81.481	1315.7	-0.082243	131.11	0.65661	0.036518	0.48285	2.0710	46.775	50.350	115.17	37.896	55.283	504.34	23.487	15.839	0.039422
478.82	1.7482	47.623	0.020998	15.780	15.816	42.948	59.403	81.543	1313.7	-0.081328	130.69	0.65618	0.036375	0.48886	2.0456	46.780	50.356	115.08	37.979	55.464	504.38	23.358	15.860	0.039547
479.45	1.7705	47.582	0.021016	15.830	15.867	43.054	59.362	81.606	1311.6	-0.080407	130.27	0.65574	0.036232	0.49492	2.0205	46.784	50.362	115.00	38.063	55.647	504.42	23.230	15.882	0.039674
480.07	1.7931	47.540	0.021035	15.881	15.918	43.159	59.322	81.670	1309.6	-0.079479	129.86	0.65530	0.036089	0.50105	1.9958	46.789	50.367	114.92	38.146	55.830	504.46	23.103	15.903	0.039800
480.69	1.8158	47.499	0.021053	15.931	15.969	43.264	59.283	81.734	1307.5	-0.078544	129.45	0.65485	0.035946	0.50724	1.9715	46.793	50.373	114.83	38.230	56.015	504.49	22.977	15.924	0.039928
481.32	1.8388	47.457	0.021072	15.982	16.021	43.370	59.243	81.798	1305.4	-0.077602	129.05	0.65440	0.035802	0.51349	1.9474	46.797	50.378	114.75	38.314	56.200	504.53	22.851	15.946	0.040055
481.94	1.8620	47.415	0.021090	16.032	16.072	43.475	59.203	81.863	1303.3	-0.076653	128.64	0.65395	0.035659	0.51981	1.9238	46.801	50.384	114.67	38.398	56.387	504.56	22.727	15.967	0.040184
482.56	1.8854	47.373	0.021109	16.083	16.123	43.580	59.164	81.929	1301.2	-0.075697	128.24	0.65349	0.035515	0.52619	1.9005	46.806	50.389	114.59	38.482	56.576	504.59	22.603	15.989	0.040313
483.19	1.9091	47.331	0.021128	16.134	16.174	43.685	59.124	81.995	1299.1	-0.074734	127.84	0.65304	0.035372	0.53263	1.8775	46.810	50.394	114.51	38.567	56.765	504.62	22.480	16.010	0.040443
483.81	1.9330	47.288	0.021147	16.185	16.225	43.790	59.085	82.062	1297.0	-0.073764	127.44	0.65257	0.035228	0.53914	1.8548	46.813	50.399	114.42	38.652	56.956	504.64	22.358	16.032	0.040573
484.43	1.9571	47.246	0.021166	16.235	16.277	43.895	59.046	82.129	1294.9	-0.072787	127.05	0.65211	0.035084	0.54571	1.8325	46.817	50.404	114.34	38.736	57.148	504.67	22.236	16.053	0.040704
485.06	1.9815	47.203	0.021185	16.286	16.328	44.000	59.007	82.197	1292.8	-0.071802	126.66	0.65164	0.034941	0.55235	1.8105	46.821	50.408	114.26	38.821	57.341	504.69	22.116	16.074	0.040836
485.68	2.0061	47.161	0.021204	16.337	16.379	44.105	58.968	82.266	1290.6	-0.070810	126.27	0.65117	0.034797	0.55905	1.7887	46.825	50.413	114.18	38.907	57.535	504.71	21.996	16.096	0.040968
486.30	2.0309	47.118	0.021223	16.388	16.431	44.209	58.929	82.335	1288.5	-0.069811	125.88	0.65069	0.034653	0.56582	1.7673	46.828	50.418	114.10	38.992	57.731	504.72	21.877	16.117	0.041101
486.93	2.0560	47.075	0.021243	16.439	16.482	44.314	58.891	82.404	1286.4	-0.068804	125.50	0.65022	0.034509	0.57266	1.7462	46.832	50.422	114.02	39.078	57.928	504.74	21.759	16.139	0.041235
487.55	2.0813	47.032	0.021262	16.490	16.534	44.419	58.852	82.475	1284.2	-0.067789	125.11	0.64974	0.034365	0.57956	1.7254	46.835	50.426	113.93	39.164	58.127	504.75	21.641	16.160	0.041369
488.17	2.1068	46.989	0.021282	16.541	16.585	44.523	58.814	82.545	1282.0	-0.066766	124.73	0.64925	0.034220	0.58654	1.7049	46.839	50.431	113.85	39.250	58.326	504.76	21.525	16.182	0.041504
488.80	2.1326	46.945	0.021301	16.592	16.637	44.628	58.775	82.617	1279.9	-0.065736	124.35	0.64876	0.034076	0.59358	1.6847	46.842	50.435	113.77	39.336	58.527	504.77	21.409	16.203	0.041640
489.42	2.1586	46.902	0.021321	16.643	16.689	44.732	58.737	82.689	1277.7	-0.064698	123.98	0.64827	0.033932	0.60069	1.6647	46.845	50.439	113.69	39.423	58.730	504.78	21.294	16.225	0.041776
490.04	2.1849	46.858	0.021341	16.694	16.740	44.837	58.699	82.762	1275.5	-0.063652	123.60	0.64778	0.033787	0.60788	1.6451	46.848	50.442	113.61	39.509	58.933	504.78	21.179	16.247	0.041913
490.67	2.2114	46.815	0.021361	16.745	16.792	44.941	58.661	82.835	1273.3	-0.062598	123.23	0.64728	0.033643	0.61513	1.6257	46.851	50.446	113.53	39.596	59.139	504.78	21.066	16.268	0.042051
491.29	2.2382	46.771	0.021381	16.796	16.844	45.045	58.623	82.909	1271.1	-0.061535	122.86	0.64678	0.033499	0.62246	1.6065	46.854	50.450	113.45	39.683	59.345	504.78	20.953	16.290	0.042189
491.91	2.2652	46.727	0.021401	16.847	16.896	45.150	58.586	82.984	1268.9	-0.060465	122.49	0.64627	0.033354	0.62985	1.5877	46.857	50.453	113.37	39.770	59.553	504.78	20.841	16.311	0.042328
